TeamId,TeamName,SubmissionDate,Score
98731,espanarey,"2014-06-04 18:12:39",0.60491
98937,"Ford Bohrmann","2014-06-04 18:20:01",1.19460
97508,Saurabh,"2014-06-04 22:34:20",0.47519
99116,DJ,"2014-06-05 01:48:08",0.70963
99116,DJ,"2014-06-05 01:57:24",0.48780
97306,Hong,"2014-06-05 02:45:26",0.50164
99107,MisterSparkle,"2014-06-05 02:50:55",0.50751
97314,razgon,"2014-06-05 05:27:08",0.39335
98637,Dawny,"2014-06-05 05:28:15",0.48181
99107,MisterSparkle,"2014-06-05 06:49:40",0.50551
99107,MisterSparkle,"2014-06-05 07:10:53",0.46355
98946,VeloWizard,"2014-06-05 08:03:50",0.39738
99009,Novice,"2014-06-05 10:13:32",0.82168
99176,tjps,"2014-06-05 12:02:01",1.34579
98752,"Carter Wang","2014-06-05 13:02:49",0.67942
99176,tjps,"2014-06-05 13:09:03",1.27832
98752,"Carter Wang","2014-06-05 13:25:13",0.53501
99078,"Boy Band","2014-06-05 13:34:29",1.51802
99188,soates,"2014-06-05 13:40:48",0.56641
99189,"Ting Qian","2014-06-05 13:41:08",0.44731
99218,"Ignantz J. Toliver","2014-06-05 16:24:44",0.68965
98731,espanarey,"2014-06-05 17:03:10",0.58084
98529,oncemore,"2014-06-05 19:09:46",0.41961
99244,danb,"2014-06-05 20:58:59",4.76188
99244,danb,"2014-06-05 21:00:51",1.58555
99252,"Michael Bostwick","2014-06-05 22:32:46",0.59608
99189,"Ting Qian","2014-06-06 01:14:33",0.44727
99276,delimited,"2014-06-06 02:04:57",1.51761
99280,Terje,"2014-06-06 02:29:46",1.30718
99107,MisterSparkle,"2014-06-06 02:56:53",0.44018
99078,"Boy Band","2014-06-06 03:06:37",0.53514
97306,Hong,"2014-06-06 03:07:01",0.46825
98833,"Kelly Chan","2014-06-06 04:31:27",0.47133
99107,MisterSparkle,"2014-06-06 04:45:45",0.42174
99009,Novice,"2014-06-06 06:23:51",0.77503
99107,MisterSparkle,"2014-06-06 06:47:04",0.39795
97314,razgon,"2014-06-06 06:52:53",0.39181
99107,MisterSparkle,"2014-06-06 06:54:46",0.39729
99009,Novice,"2014-06-06 08:07:33",0.64661
97314,razgon,"2014-06-06 10:22:53",0.39168
99280,Terje,"2014-06-06 11:46:53",0.72809
98594,"Derrick Stuckey","2014-06-06 14:43:29",1.37269
97445,"Blue Ocean","2014-06-06 15:20:12",0.42530
99344,vikasgoyal,"2014-06-06 15:25:05",1.44132
99372,"Maxim Kurnikov","2014-06-06 15:32:43",1.36669
99344,vikasgoyal,"2014-06-06 15:34:17",1.35094
97215,ahs1001,"2014-06-06 16:28:43",0.54046
99390,Cinergoo,"2014-06-06 16:31:11",1.09323
99372,"Maxim Kurnikov","2014-06-06 17:16:31",0.48535
99372,"Maxim Kurnikov","2014-06-06 18:01:30",0.48210
97445,"Blue Ocean","2014-06-06 18:39:54",0.42498
97445,"Blue Ocean","2014-06-06 18:50:32",0.42444
99372,"Maxim Kurnikov","2014-06-06 19:17:45",0.47721
99372,"Maxim Kurnikov","2014-06-06 19:47:32",0.46788
98946,VeloWizard,"2014-06-06 21:37:36",0.39336
99390,Cinergoo,"2014-06-07 00:20:02",0.58736
99276,delimited,"2014-06-07 00:58:17",0.47738
99455,"Jack Hessel","2014-06-07 03:09:41",0.67716
97398,orangerv,"2014-06-07 03:15:48",0.58953
99461,liedecoder,"2014-06-07 05:09:06",1.01571
99461,liedecoder,"2014-06-07 05:33:16",0.88512
98529,oncemore,"2014-06-07 09:27:02",0.41839
99493,nwpu332,"2014-06-07 10:01:06",1.28504
99372,"Maxim Kurnikov","2014-06-07 12:32:39",0.45590
99493,nwpu332,"2014-06-07 15:16:01",0.78953
99252,"Michael Bostwick","2014-06-07 15:52:49",0.55852
98773,dlsiii,"2014-06-07 16:47:34",0.47166
98529,oncemore,"2014-06-07 17:28:39",0.41718
98773,dlsiii,"2014-06-07 18:46:34",0.46996
98731,espanarey,"2014-06-07 20:24:59",0.47391
99106,"The Brothers V","2014-06-07 21:17:07",1.11384
108867,D-team,"2014-06-07 22:24:35",4.76188
108867,D-team,"2014-06-07 22:31:52",1.58461
108867,D-team,"2014-06-07 23:57:16",0.87456
99276,delimited,"2014-06-08 00:37:10",0.46800
99276,delimited,"2014-06-08 00:39:10",0.46503
108867,D-team,"2014-06-08 01:49:48",0.80259
99580,"Samu Kuosmanen","2014-06-08 02:46:22",0.72673
99455,"Jack Hessel","2014-06-08 03:40:56",0.65439
99547,"Apoorv ","2014-06-08 11:35:15",0.69496
99106,"The Brothers V","2014-06-08 13:36:33",0.93189
99372,"Maxim Kurnikov","2014-06-08 14:07:33",0.45251
99106,"The Brothers V","2014-06-08 14:13:03",0.83304
97398,orangerv,"2014-06-08 15:07:33",0.52564
98731,espanarey,"2014-06-08 17:25:33",0.46127
99669,Pourquoipas,"2014-06-08 17:28:16",1.68613
99669,Pourquoipas,"2014-06-08 21:56:19",1.38004
99666,"The Red Rifle","2014-06-09 02:26:31",0.55912
99728,"Nick Roth","2014-06-09 05:59:21",1.17316
98971,Henrilin28,"2014-06-09 06:59:26",1.30735
99728,"Nick Roth","2014-06-09 07:33:30",0.56163
99728,"Nick Roth","2014-06-09 13:24:23",0.51417
97229,"Bill Szaroletta, P.E.","2014-06-09 14:32:52",0.58395
99803,dvdmllr,"2014-06-09 16:54:36",1.12254
99803,dvdmllr,"2014-06-09 17:53:59",0.91381
108867,D-team,"2014-06-09 18:10:50",0.76887
108867,D-team,"2014-06-09 18:30:49",0.74473
98971,Henrilin28,"2014-06-09 19:08:28",1.30208
98971,Henrilin28,"2014-06-09 19:14:11",1.29972
99826,bloom,"2014-06-09 19:18:51",1.30351
99826,bloom,"2014-06-09 19:28:20",0.56228
98752,"Carter Wang","2014-06-09 19:50:57",0.50551
99842,"gal ben shlomo","2014-06-09 21:59:41",4.76188
99826,bloom,"2014-06-10 00:00:11",0.50543
98971,Henrilin28,"2014-06-10 00:02:33",0.50543
98971,Henrilin28,"2014-06-10 00:04:56",0.48368
108867,D-team,"2014-06-10 01:38:51",0.71069
108867,D-team,"2014-06-10 03:17:23",0.44505
99893,Prayas,"2014-06-10 09:21:34",0.90103
99669,Pourquoipas,"2014-06-10 10:36:28",1.34667
99893,Prayas,"2014-06-10 10:45:40",0.51494
99669,Pourquoipas,"2014-06-10 12:40:30",0.99776
97477,levibecker,"2014-06-10 12:47:51",0.49906
99669,Pourquoipas,"2014-06-10 12:52:29",0.73949
99669,Pourquoipas,"2014-06-10 13:05:46",0.71564
97477,levibecker,"2014-06-10 15:50:56",0.49767
99842,"gal ben shlomo","2014-06-10 16:22:46",1.34755
108867,D-team,"2014-06-10 16:36:26",0.44323
99974,"Matt the man","2014-06-10 19:05:10",0.93051
98946,VeloWizard,"2014-06-10 20:18:10",0.38184
99983,JR21,"2014-06-10 21:01:10",0.91453
99974,"Matt the man","2014-06-10 23:17:36",0.47257
99974,"Matt the man","2014-06-10 23:36:41",0.46611
99344,vikasgoyal,"2014-06-11 00:15:06",1.31510
98946,VeloWizard,"2014-06-11 00:19:44",0.37553
97101,KMZ,"2014-06-11 00:57:08",0.59121
99843,dbrait,"2014-06-11 04:46:21",0.66460
99893,Prayas,"2014-06-11 04:49:51",0.50196
100039,Nevin,"2014-06-11 05:55:19",0.85331
100039,Nevin,"2014-06-11 05:59:01",0.82791
100039,Nevin,"2014-06-11 07:25:44",0.77578
100044,"Team Cargo","2014-06-11 08:34:42",0.50799
100044,"Team Cargo","2014-06-11 11:29:45",0.48175
100105,ivo,"2014-06-11 14:27:13",0.48873
100105,ivo,"2014-06-11 15:23:54",0.45807
100105,ivo,"2014-06-11 15:29:00",0.45174
100105,ivo,"2014-06-11 15:42:35",0.44976
100140,Dawg,"2014-06-11 18:26:45",3.18177
100140,Dawg,"2014-06-11 19:38:55",1.38703
108867,D-team,"2014-06-11 20:14:37",0.44073
100140,Dawg,"2014-06-11 23:07:07",1.31372
99974,"Matt the man","2014-06-12 00:04:24",0.46535
100044,"Team Cargo","2014-06-12 00:18:44",0.46861
100023,daandra,"2014-06-12 01:16:40",0.69543
99261,"Puma Lightning","2014-06-12 01:17:41",0.64351
108867,D-team,"2014-06-12 01:57:20",0.42135
99344,vikasgoyal,"2014-06-12 04:30:36",0.71747
99344,vikasgoyal,"2014-06-12 04:57:21",0.69271
100206,"Brandon Martin-Anderson","2014-06-12 05:10:31",1.58321
100206,"Brandon Martin-Anderson","2014-06-12 06:14:51",0.54839
100206,"Brandon Martin-Anderson","2014-06-12 06:31:17",0.54321
100044,"Team Cargo","2014-06-12 13:58:40",0.45045
100276,Wijnand,"2014-06-12 14:07:47",0.85678
100206,"Brandon Martin-Anderson","2014-06-12 17:02:38",0.51276
100105,ivo,"2014-06-12 17:20:28",0.44870
100105,ivo,"2014-06-12 17:21:05",0.44718
100301,"Jeffrey Richley","2014-06-12 17:50:18",1.53639
100301,"Jeffrey Richley","2014-06-12 17:57:44",1.45826
108867,D-team,"2014-06-12 23:28:30",0.42095
100044,"Team Cargo","2014-06-13 00:36:14",0.43488
100044,"Team Cargo","2014-06-13 00:52:16",0.41192
100343,yjabri,"2014-06-13 01:00:55",0.48966
99106,"The Brothers V","2014-06-13 12:22:23",0.82092
100276,Wijnand,"2014-06-13 13:35:00",0.59764
100439,dealeyj,"2014-06-13 15:23:47",0.89322
99461,liedecoder,"2014-06-13 16:32:09",0.73804
100457,"Dongming Huang","2014-06-13 17:33:28",0.97911
100457,"Dongming Huang","2014-06-13 17:38:30",0.51985
100459,DMining,"2014-06-13 17:41:45",0.53591
100276,Wijnand,"2014-06-13 18:40:41",0.57035
100473,reds,"2014-06-13 19:47:31",2.82280
100478,"Ben Turtel","2014-06-13 20:23:05",0.49486
100206,"Brandon Martin-Anderson","2014-06-13 20:43:23",0.48241
100478,"Ben Turtel","2014-06-13 21:25:26",0.47737
100457,"Dongming Huang","2014-06-13 23:32:00",0.50086
99580,"Samu Kuosmanen","2014-06-14 02:18:36",0.71015
100411,"Abraham finney","2014-06-14 06:04:51",1.43395
100411,"Abraham finney","2014-06-14 06:45:19",1.33269
100523,DM,"2014-06-14 07:10:44",1.56182
100523,DM,"2014-06-14 07:14:22",1.56181
100523,DM,"2014-06-14 07:14:37",1.50795
100523,DM,"2014-06-14 07:17:57",1.24879
100523,DM,"2014-06-14 07:20:25",1.21113
100525,MD,"2014-06-14 07:34:45",1.17689
100525,MD,"2014-06-14 07:38:45",1.02330
100525,MD,"2014-06-14 10:43:31",1.02145
100439,dealeyj,"2014-06-14 14:24:37",0.84942
100457,"Dongming Huang","2014-06-14 16:02:36",0.44908
100457,"Dongming Huang","2014-06-14 16:17:58",0.44261
100439,dealeyj,"2014-06-14 16:18:22",0.75591
100439,dealeyj,"2014-06-14 16:39:15",0.48017
100457,"Dongming Huang","2014-06-14 16:44:03",0.44226
100591,DuraQ,"2014-06-14 17:37:58",1.50572
100591,DuraQ,"2014-06-14 21:21:42",0.87231
100632,JABBER2142,"2014-06-15 00:43:18",1.11044
99461,liedecoder,"2014-06-15 01:32:07",0.69341
100648,0x43,"2014-06-15 03:38:23",0.88776
100648,0x43,"2014-06-15 03:41:33",0.57969
100648,0x43,"2014-06-15 07:49:17",0.49204
100591,DuraQ,"2014-06-15 08:01:33",0.78319
97183,Denny,"2014-06-15 08:06:15",0.57724
100591,DuraQ,"2014-06-15 08:09:42",0.73252
100591,DuraQ,"2014-06-15 08:53:46",0.69492
99983,JR21,"2014-06-15 11:11:10",0.60102
100690,rams,"2014-06-15 13:37:08",4.76188
100708,"David Foster","2014-06-15 14:08:48",2.18993
100457,"Dongming Huang","2014-06-15 14:30:48",0.42495
100708,"David Foster","2014-06-15 15:29:46",2.09340
98565,piotrek,"2014-06-15 16:20:27",0.51271
100690,rams,"2014-06-15 18:00:10",0.83071
100690,rams,"2014-06-15 19:07:21",0.80675
99597,dcrescim,"2014-06-15 20:13:51",0.49296
99597,dcrescim,"2014-06-15 20:19:25",0.49171
99983,JR21,"2014-06-15 20:33:51",0.52867
100762,"Rengarajan srinivasan","2014-06-15 20:36:49",1.37154
100762,"Rengarajan srinivasan","2014-06-15 20:47:18",1.32348
100762,"Rengarajan srinivasan","2014-06-15 20:53:58",1.31400
100762,"Rengarajan srinivasan","2014-06-15 21:05:07",1.30646
99597,dcrescim,"2014-06-15 21:52:36",0.48938
100802,"Lawrence Chernin","2014-06-16 03:33:42",0.48335
100802,"Lawrence Chernin","2014-06-16 03:44:28",0.48315
100805,"Sourabh Surana","2014-06-16 04:21:48",1.65523
100206,"Brandon Martin-Anderson","2014-06-16 05:49:57",0.47746
100411,"Abraham finney","2014-06-16 06:37:33",0.99917
100206,"Brandon Martin-Anderson","2014-06-16 06:48:49",0.45749
100411,"Abraham finney","2014-06-16 06:51:57",0.98510
100835,"Marcus Buckmann","2014-06-16 11:19:14",1.32279
100762,"Rengarajan srinivasan","2014-06-16 11:19:20",1.23477
100762,"Rengarajan srinivasan","2014-06-16 11:25:32",1.22471
100837,Goutam,"2014-06-16 11:30:06",0.86969
100835,"Marcus Buckmann","2014-06-16 11:35:44",1.30713
100835,"Marcus Buckmann","2014-06-16 12:55:36",0.61061
100837,Goutam,"2014-06-16 13:21:09",0.83891
100865,"Allen Butler","2014-06-16 15:09:45",0.86552
100835,"Marcus Buckmann","2014-06-16 16:05:12",0.58806
100894,"Steven Beale","2014-06-16 19:23:07",0.50132
98594,"Derrick Stuckey","2014-06-16 20:11:31",0.64575
108867,D-team,"2014-06-16 20:56:46",0.41904
99655,"Matt L","2014-06-16 23:15:57",0.53110
100411,"Abraham finney","2014-06-17 04:55:43",0.84627
100411,"Abraham finney","2014-06-17 06:23:58",0.71287
100762,"Rengarajan srinivasan","2014-06-17 06:45:02",0.47428
98946,VeloWizard,"2014-06-17 07:44:58",0.37512
100951,TUDida,"2014-06-17 09:54:47",1.35939
100951,TUDida,"2014-06-17 10:36:54",1.31226
99009,Novice,"2014-06-17 10:41:40",0.52533
100459,DMining,"2014-06-17 10:42:04",0.50823
99009,Novice,"2014-06-17 10:58:15",0.48746
99009,Novice,"2014-06-17 11:07:03",0.46976
99009,Novice,"2014-06-17 11:25:06",0.46129
100459,DMining,"2014-06-17 11:30:04",0.49581
99009,Novice,"2014-06-17 12:12:37",0.46112
97314,razgon,"2014-06-17 12:23:53",0.39167
97314,razgon,"2014-06-17 12:29:29",0.39065
100105,ivo,"2014-06-17 12:32:51",0.41125
101002,Wat,"2014-06-17 16:42:41",1.22696
108867,D-team,"2014-06-17 17:13:59",0.41805
100995,debugging,"2014-06-17 17:29:03",1.43239
101002,Wat,"2014-06-17 17:57:11",1.21186
100837,Goutam,"2014-06-17 18:01:29",0.79235
100837,Goutam,"2014-06-17 18:33:28",0.62730
100276,Wijnand,"2014-06-17 18:43:41",0.54891
100837,Goutam,"2014-06-17 18:56:55",0.62072
100837,Goutam,"2014-06-17 19:17:47",0.43114
100837,Goutam,"2014-06-17 21:42:00",0.40237
101051,"Balachander Ganapathy Subramaniam","2014-06-18 00:07:07",4.76188
101051,"Balachander Ganapathy Subramaniam","2014-06-18 00:12:58",1.58453
98946,VeloWizard,"2014-06-18 00:28:55",0.37487
98594,"Derrick Stuckey","2014-06-18 00:50:49",0.63494
97314,razgon,"2014-06-18 07:36:08",0.39008
100951,TUDida,"2014-06-18 10:11:25",0.90364
100105,ivo,"2014-06-18 10:39:22",0.40750
100951,TUDida,"2014-06-18 10:46:23",0.87551
100105,ivo,"2014-06-18 10:56:04",0.40687
100995,debugging,"2014-06-18 12:33:08",1.26740
100951,TUDida,"2014-06-18 13:18:19",0.78054
108867,D-team,"2014-06-18 13:25:18",0.41213
101149,"Olivier Janssens","2014-06-18 14:02:19",0.54909
101149,"Olivier Janssens","2014-06-18 15:01:05",0.53530
101176,"Kyle Kacius","2014-06-18 18:05:04",0.68373
101176,"Kyle Kacius","2014-06-18 19:24:02",0.65293
101190,aviDms,"2014-06-18 20:10:19",0.67764
100837,Goutam,"2014-06-19 00:20:29",0.39668
97372,hassiktir,"2014-06-19 00:24:03",0.55910
97372,hassiktir,"2014-06-19 00:26:17",0.55751
97372,hassiktir,"2014-06-19 00:35:54",0.55693
101149,"Olivier Janssens","2014-06-19 07:45:25",0.49169
101149,"Olivier Janssens","2014-06-19 08:20:36",0.48457
101149,"Olivier Janssens","2014-06-19 09:09:49",0.48109
101149,"Olivier Janssens","2014-06-19 09:33:17",0.47270
100708,"David Foster","2014-06-19 10:31:24",1.37562
102230,Idiots,"2014-06-19 14:04:25",0.41122
99280,Terje,"2014-06-19 14:35:58",0.65234
99280,Terje,"2014-06-19 14:42:45",0.64228
102230,Idiots,"2014-06-19 14:52:10",0.41029
100708,"David Foster","2014-06-19 15:09:27",0.64799
102297,"Todd Fitch","2014-06-19 18:11:54",1.37629
102297,"Todd Fitch","2014-06-19 18:19:59",1.37603
102298,sobrosen,"2014-06-19 18:26:11",0.52282
102314,falfieri,"2014-06-19 21:22:55",1.22243
102314,falfieri,"2014-06-19 21:27:35",1.20499
102314,falfieri,"2014-06-19 21:29:29",1.19116
102314,falfieri,"2014-06-19 21:31:26",1.17069
102314,falfieri,"2014-06-19 21:33:36",1.14666
102314,falfieri,"2014-06-20 03:09:57",0.78839
102314,falfieri,"2014-06-20 03:18:10",0.78453
101149,"Olivier Janssens","2014-06-20 06:39:06",0.46851
101149,"Olivier Janssens","2014-06-20 08:38:13",0.46654
97314,razgon,"2014-06-20 10:30:21",0.38760
101002,Wat,"2014-06-20 11:25:21",1.05082
98946,VeloWizard,"2014-06-20 12:09:24",0.37456
98946,VeloWizard,"2014-06-20 12:13:36",0.37426
98946,VeloWizard,"2014-06-20 12:16:15",0.37343
101002,Wat,"2014-06-20 13:06:22",0.69572
102461,MetalRich,"2014-06-20 14:12:36",0.79263
102463,"Alex Fsr","2014-06-20 14:16:56",0.89381
97314,razgon,"2014-06-20 14:45:21",0.38745
102461,MetalRich,"2014-06-20 16:07:19",0.67953
97372,hassiktir,"2014-06-20 17:20:06",0.55645
102298,sobrosen,"2014-06-20 18:06:45",0.48507
102461,MetalRich,"2014-06-20 18:08:57",0.59956
102297,"Todd Fitch","2014-06-20 18:53:52",1.30782
100276,Wijnand,"2014-06-20 19:37:25",0.54782
